id,category,amenities,bathrooms,bedrooms,currency,fee,has_photo,pets_allowed,price,price_display,price_type,square_feet,cityname,state,latitude,longitude,source
5668612799,housing/rent/apartment,Patio/Deck,1,2,USD,No,Thumbnail,"Cats,Dogs",1405,1405,Monthly,425,Kirkland,WA,47.7046,-122.1989,RentLingo
5668612709,housing/rent/apartment,"Dishwasher,Storage",1,1,USD,No,Thumbnail,"Cats,Dogs",1285,1285,Monthly,736,Federal Way,WA,47.3071,-122.3404,RentLingo
5668612557,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",1555,1555,Monthly,675,Aurora,CO,39.6828,-104.8078,RentLingo
5668612540,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,No,875,875,Monthly,400,Thornton,CO,39.8895,-104.9641,RentLingo
5668612466,housing/rent/apartment,"Dishwasher,Internet Access,Parking,Pool,Refrigerator",1,1,USD,No,Thumbnail,"Cats,Dogs",1070,1070,Monthly,828,Buford,GA,34.1139,-84.0073,RentLingo
5668611903,housing/rent/apartment,"Cable or Satellite,Dishwasher,Fireplace,Internet Access,Parking,Patio/Deck,Pool,Refrigerator",1,1,USD,No,Thumbnail,"Cats,Dogs",1962,1962,Monthly,757,Camarillo,CA,34.2299,-119.0097,RentLingo
5668611834,housing/rent/apartment,Refrigerator,1,0,USD,No,Thumbnail,No,2395,2395,Monthly,342,San Francisco,CA,37.7599,-122.4379,RentLingo
5668611785,housing/rent/apartment,"Cable or Satellite,Dishwasher,Gated,Parking,Patio/Deck,Refrigerator",1,2,USD,No,Thumbnail,"Cats,Dogs",2140,2140,Monthly,670,Los Angeles,CA,34.0372,-118.2972,RentLingo
5668611483,housing/rent/apartment,"Clubhouse,Hot Tub,Parking,Pool",1,2,USD,No,Thumbnail,No,2715,2715,Monthly,634,Los Angeles,CA,34.0372,-118.2972,RentLingo
5668611410,housing/rent/apartment,"Dishwasher,Fireplace,Parking,Pool",2,2,USD,No,Thumbnail,"Cats,Dogs",1215,1215,Monthly,1198,Phoenix,AZ,33.5178,-112.0848,RentLingo
5668611378,housing/rent/apartment,"Fireplace,Parking,Pool",1,1,USD,No,Thumbnail,"Cats,Dogs",1115,1115,Monthly,649,Phoenix,AZ,33.5178,-112.0848,RentLingo
5668611295,housing/rent/apartment,"Dishwasher,Parking,Patio/Deck,Pool,Refrigerator",1,1,USD,No,Thumbnail,"Cats,Dogs",819,819,Monthly,539,Orlando,FL,28.5163,-81.3644,RentLingo
5668611194,housing/rent/apartment,"Dishwasher,Patio/Deck,Pool,Refrigerator,Tennis",1,2,USD,No,Thumbnail,"Cats,Dogs",789,789,Monthly,600,Ypsilanti,MI,42.2368,-83.6103,RentLingo
5668610826,housing/rent/apartment,Unknown,2,3,USD,No,Thumbnail,"Cats,Dogs",1375,1375,Monthly,1600,Mooresville,NC,35.5795,-80.8153,RentLingo
5668610770,housing/rent/apartment,"Dishwasher,Garbage Disposal",2,3,USD,No,Thumbnail,"Cats,Dogs",1499,1499,Monthly,1693,Spring,TX,30.0871,-95.4685,RentLingo
5668610728,housing/rent/apartment,"Dishwasher,Refrigerator",2,3,USD,No,Thumbnail,"Cats,Dogs",1475,1475,Monthly,1490,Katy,TX,29.7898,-95.7613,RentLingo
5668610712,housing/rent/apartment,Unknown,2,3,USD,No,Thumbnail,"Cats,Dogs",1475,1475,Monthly,1236,Fort Worth,TX,32.7407,-97.3394,RentLingo
5668610615,housing/rent/apartment,"Dishwasher,Fireplace,Garbage Disposal,Refrigerator",1,3,USD,No,Thumbnail,"Cats,Dogs",1049,1049,Monthly,1609,Houston,TX,29.7714,-95.4343,RentLingo
5668610538,housing/rent/apartment,"Cable or Satellite,Dishwasher,Parking,Patio/Deck,Playground,Pool,Refrigerator",2,2,USD,No,Thumbnail,"Cats,Dogs",684,684,Monthly,1050,Saginaw,MI,43.4251,-83.9731,RentLingo
5668609975,housing/rent/apartment,"Dishwasher,Parking,Patio/Deck",1,2,USD,No,Thumbnail,"Cats,Dogs",824,824,Monthly,882,West Bend,WI,43.4182,-88.1681,RentLingo
5668609499,housing/rent/apartment,"Pool,Storage",1,1,USD,No,Thumbnail,"Cats,Dogs",714,714,Monthly,651,Houston,TX,29.7714,-95.4343,RentLingo
5668609182,housing/rent/apartment,"Parking,Pool",1,1,USD,No,Thumbnail,"Cats,Dogs",885,885,Monthly,705,Houston,TX,29.7714,-95.4343,RentLingo
5668609063,housing/rent/apartment,"Elevator,Gated,Hot Tub,Parking,Pool",1,1,USD,No,Thumbnail,"Cats,Dogs",1614,1614,Monthly,868,Houston,TX,29.7714,-95.4343,RentLingo
5668640298,housing/rent/apartment,Unknown,1.5,2,USD,No,Thumbnail,No,1200,1200,Monthly,950,Portsmouth,VA,36.8328,-76.3529,RentLingo
5668640202,housing/rent/apartment,Unknown,2,2,USD,No,Thumbnail,"Cats,Dogs",1550,1550,Monthly,1064,Watford City,ND,47.8016,-103.2801,RentLingo
5668640079,housing/rent/apartment,"Dishwasher,Refrigerator",1,1,USD,No,Thumbnail,No,800,800,Monthly,650,Newport News,VA,37.0867,-76.4941,RentLingo
5668639967,housing/rent/apartment,Unknown,1,0,USD,No,Thumbnail,"Cats,Dogs",1350,1350,Monthly,425,Los Angeles,CA,34.0372,-118.2972,RentLingo
5668639697,housing/rent/apartment,Unknown,3,5,USD,No,Thumbnail,No,1900,1900,Monthly,2288,Box Elder,SD,44.1177,-103.0789,RentLingo
5668639672,housing/rent/apartment,Unknown,1,0,USD,No,Thumbnail,No,3000,3000,Monthly,450,Sausalito,CA,37.8651,-122.531,RentLingo
5668639653,housing/rent/apartment,Unknown,1,3,USD,No,Thumbnail,"Cats,Dogs",875,875,Monthly,950,Tallahassee,FL,30.4601,-84.2714,RentLingo
5668639507,housing/rent/apartment,Unknown,1,2,USD,No,Thumbnail,"Cats,Dogs",2395,2395,Monthly,875,Santa Rosa,CA,38.4498,-122.7129,RentLingo
5668639479,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",1713,1713,Monthly,923,Saratoga Springs,NY,43.0791,-73.7766,RentLingo
5668639440,housing/rent/apartment,Unknown,1.5,2,USD,No,Thumbnail,"Cats,Dogs",800,800,Monthly,1093,Atlanta,GA,33.7848,-84.3922,RentLingo
5668639384,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",915,915,Monthly,695,Phoenix,AZ,33.5178,-112.0848,RentLingo
5668639228,housing/rent/apartment,"Dishwasher,Elevator,Parking,Refrigerator",2,2,USD,No,Thumbnail,Dogs,1995,1995,Monthly,1000,Seattle,WA,47.616,-122.3275,RentLingo
5668639190,housing/rent/apartment,Unknown,1,0,USD,No,Thumbnail,"Cats,Dogs",1585,1585,Monthly,600,Los Angeles,CA,34.0372,-118.2972,RentLingo
5668638969,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,No,1695,1695,Monthly,766,Nashville,TN,36.137,-86.783,RentLingo
5668638931,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",975,975,Monthly,650,Phoenix,AZ,33.4986,-112.0614,RentLingo
5668638457,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",1050,1050,Monthly,475,Atlanta,GA,33.7848,-84.3922,RentLingo
5668638433,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",725,725,Monthly,700,Baton Rouge,LA,30.4415,-91.1012,RentLingo
5668638216,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,No,630,630,Monthly,576,Coulee Dam,WA,47.9717,-118.9707,RentLingo
5668638065,housing/rent/apartment,Unknown,1,2,USD,No,Thumbnail,"Cats,Dogs",1101,1101,Monthly,750,Atlanta,GA,33.7848,-84.3922,RentLingo
5668637897,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",825,825,Monthly,647,Ames,IA,42.0259,-93.6516,RentLingo
5668637828,housing/rent/apartment,Unknown,1,2,USD,No,Thumbnail,"Cats,Dogs",950,950,Monthly,600,Coraopolis,PA,40.5059,-80.1869,RentLingo
5668637770,housing/rent/apartment,Unknown,3,2,USD,No,Thumbnail,"Cats,Dogs",2600,2600,Monthly,1519,Denver,CO,39.736,-104.9819,RentLingo
5668636974,housing/rent/apartment,"Parking,Refrigerator",1,1,USD,No,Thumbnail,No,501,501,Monthly,500,Corsica,SD,43.4248,-98.4049,RentLingo
5668636913,housing/rent/apartment,Unknown,1,2,USD,No,Thumbnail,No,870,870,Monthly,493,Flint,MI,43.0257,-83.701,RentLingo
5668636672,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",1595,1595,Monthly,760,Millburn,NJ,40.7236,-74.3006,RentLingo
5668636635,housing/rent/apartment,Unknown,2,2,USD,No,Thumbnail,"Cats,Dogs",1525,1525,Monthly,1160,Gansevoort,NY,43.1984,-73.6783,RentLingo
5668636564,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,No,820,820,Monthly,725,Austin,TX,30.3054,-97.7497,RentLingo
5668636560,housing/rent/apartment,Unknown,2.5,3,USD,No,Thumbnail,No,3625,3625,Monthly,1414,Washington,DC,38.9118,-77.0132,RentLingo
5668636223,housing/rent/apartment,Unknown,2,2,USD,No,Thumbnail,"Cats,Dogs",2825,2825,Monthly,1250,Rancho Palos Verdes,CA,33.7667,-118.3667,RentLingo
5668636052,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",1085,1085,Monthly,405,Milwaukee,WI,43.0531,-87.9659,RentLingo
5668635709,housing/rent/apartment,Unknown,1.5,2,USD,No,Thumbnail,"Cats,Dogs",750,750,Monthly,966,Baton Rouge,LA,30.4415,-91.1012,RentLingo
5668635443,housing/rent/apartment,Unknown,1.5,2,USD,No,Thumbnail,No,1200,1200,Monthly,930,Fort Walton Beach,FL,30.4348,-86.6208,RentLingo
5668635260,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",710,710,Monthly,480,Phoenix,AZ,33.5178,-112.0848,RentLingo
5668635218,housing/rent/apartment,Unknown,1,2,USD,No,Thumbnail,No,2795,2795,Monthly,704,Newport Beach,CA,33.624,-117.8956,RentLingo
5668635154,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",975,975,Monthly,560,Boise,ID,43.662,-116.3456,RentLingo
5668635028,housing/rent/apartment,Unknown,1.5,3,USD,No,Thumbnail,No,1595,1595,Monthly,1080,Vancouver,WA,45.6558,-122.5888,RentLingo
5668634867,housing/rent/apartment,Unknown,2,3,USD,No,Thumbnail,"Cats,Dogs",1400,1400,Monthly,1100,Round Rock,TX,30.5118,-97.6873,RentLingo
5668634853,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",645,645,Monthly,704,Wichita,KS,37.6836,-97.3369,RentLingo
5668634565,housing/rent/apartment,Unknown,1,2,USD,No,Thumbnail,"Cats,Dogs",1150,1150,Monthly,475,Lake Oswego,OR,45.4102,-122.7084,RentLingo
5668634462,housing/rent/apartment,Unknown,2,2,USD,No,Thumbnail,"Cats,Dogs",1725,1725,Monthly,890,Vista,CA,33.2039,-117.2421,RentLingo
5668634379,housing/rent/apartment,Unknown,2.5,4,USD,No,Thumbnail,"Cats,Dogs",2999,2999,Monthly,2922,Bothell,WA,47.7974,-122.2037,RentLingo
5668634304,housing/rent/apartment,Unknown,2,4,USD,No,Thumbnail,"Cats,Dogs",1200,1200,Monthly,1100,Kutztown,PA,40.5338,-75.7895,RentLingo
5668633975,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",1150,1150,Monthly,824,Eagan,MN,44.8144,-93.1655,RentLingo
5668633953,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",1047,1047,Monthly,1044,Shreveport,LA,32.4645,-93.7879,RentLingo
5668633941,housing/rent/apartment,Unknown,0,2,USD,No,Thumbnail,No,990,990,Monthly,1100,Baltimore,MD,39.3191,-76.6126,RentLingo
5668633875,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",1175,1175,Monthly,1275,Omaha,NE,41.2562,-96.0404,RentLingo
5668633867,housing/rent/apartment,Unknown,1.5,3,USD,No,Thumbnail,"Cats,Dogs",1595,1595,Monthly,1197,Hillsboro,OR,45.5223,-122.9416,RentLingo
5668633619,housing/rent/apartment,Unknown,2,3,USD,No,Thumbnail,No,925,925,Monthly,1080,Minot,ND,48.2469,-101.3017,RentLingo
5668633603,housing/rent/apartment,Unknown,2,2,USD,No,Thumbnail,No,825,825,Monthly,950,Minot,ND,48.2469,-101.3017,RentLingo
5668633583,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,No,805,805,Monthly,843,Minot,ND,48.2469,-101.3017,RentLingo
5668633578,housing/rent/apartment,Unknown,1,3,USD,No,Thumbnail,No,825,825,Monthly,1124,Minot,ND,48.2469,-101.3017,RentLingo
5668633476,housing/rent/apartment,Unknown,1,2,USD,No,Thumbnail,No,1616,1616,Monthly,529,Austin,TX,30.3054,-97.7497,RentLingo
5668633348,housing/rent/apartment,Unknown,2.5,3,USD,No,Thumbnail,"Cats,Dogs",1790,1790,Monthly,1406,Irondale,AL,33.5407,-86.6852,RentLingo
5668633297,housing/rent/apartment,Unknown,1,2,USD,No,Thumbnail,"Cats,Dogs",1295,1295,Monthly,877,Tigard,OR,45.4305,-122.7798,RentLingo
5668632944,housing/rent/apartment,Unknown,1,2,USD,No,Thumbnail,"Cats,Dogs",825,825,Monthly,800,Omaha,NE,41.2562,-96.0404,RentLingo
5668632927,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",849,849,Monthly,650,Omaha,NE,41.2532,-95.9562,RentLingo
5668632772,housing/rent/apartment,Unknown,1,2,USD,No,Thumbnail,"Cats,Dogs",650,650,Monthly,800,Norfolk,NE,42.0332,-97.4236,RentLingo
5668632679,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",525,525,Monthly,460,Minot,ND,48.2469,-101.3017,RentLingo
5668632559,housing/rent/apartment,Pool,1,1,USD,No,Thumbnail,No,899,899,Monthly,525,Austin,TX,30.3054,-97.7497,RentLingo
5668632429,housing/rent/apartment,"Clubhouse,Gym,Patio/Deck",1,2,USD,No,Thumbnail,No,1512,1512,Monthly,569,Austin,TX,30.3054,-97.7497,RentLingo
5668632331,housing/rent/apartment,"Gym,Washer Dryer,Wood Floors",1,1,USD,No,Thumbnail,No,1090,1090,Monthly,657,Austin,TX,30.3054,-97.7497,RentLingo
5668632084,housing/rent/apartment,"Dishwasher,Parking,Pool",1,1,USD,No,Thumbnail,No,1011,1011,Monthly,700,Austin,TX,30.3054,-97.7497,RentLingo
5668631910,housing/rent/apartment,Cable or Satellite,1,1,USD,No,Thumbnail,No,1079,1079,Monthly,664,Round Rock,TX,30.5118,-97.6873,RentLingo
5668631906,housing/rent/apartment,"Dishwasher,Parking,Pool",1,1,USD,No,Thumbnail,No,1595,1595,Monthly,629,Austin,TX,30.3054,-97.7497,RentLingo
5668631617,housing/rent/apartment,"Alarm,Clubhouse,Fireplace,Patio/Deck,Pool,Storage,Washer Dryer",1,1,USD,No,Thumbnail,No,925,925,Monthly,620,Round Rock,TX,30.5118,-97.6873,RentLingo
5668631285,housing/rent/apartment,"Clubhouse,Pool,Tennis,View",1,2,USD,No,Thumbnail,No,1045,1045,Monthly,400,Austin,TX,30.3054,-97.7497,RentLingo
5668631190,housing/rent/apartment,"Pool,Storage,TV,Washer Dryer",1,2,USD,No,Thumbnail,No,949,949,Monthly,600,Cedar Park,TX,30.4973,-97.8276,RentLingo
5668631130,housing/rent/apartment,"Dishwasher,Parking,Pool",1,1,USD,No,Thumbnail,No,885,885,Monthly,501,Austin,TX,30.3054,-97.7497,RentLingo
5668630862,housing/rent/apartment,"Dishwasher,Parking,Pool",1,1,USD,No,Thumbnail,No,910,910,Monthly,556,Austin,TX,30.3054,-97.7497,RentLingo
5668630710,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",2285,2285,Monthly,790,Dallas,TX,32.8212,-96.7853,RentLingo
5668630702,housing/rent/apartment,"Patio/Deck,Pool",1,1,USD,No,Thumbnail,No,1049,1049,Monthly,611,Austin,TX,30.3054,-97.7497,RentLingo
5668630415,housing/rent/apartment,"Dishwasher,Elevator,Internet Access,Parking,Pool,Refrigerator",1,1,USD,No,Thumbnail,"Cats,Dogs",1290,1290,Monthly,559,Austin,TX,30.3054,-97.7497,RentLingo
5668630270,housing/rent/apartment,"Dishwasher,Elevator,Internet Access,Parking,Pool,Refrigerator",1,1,USD,No,Thumbnail,"Cats,Dogs",1154,1154,Monthly,625,Austin,TX,30.3054,-97.7497,RentLingo
5668630201,housing/rent/apartment,"Dishwasher,Internet Access,Parking,Refrigerator",1,1,USD,No,Thumbnail,"Cats,Dogs",895,895,Monthly,920,Sioux Falls,SD,43.5329,-96.7265,RentLingo
5668630123,housing/rent/apartment,"Dishwasher,Internet Access,Parking,Pool,Refrigerator",1,1,USD,No,Thumbnail,"Cats,Dogs",999,999,Monthly,700,Austin,TX,30.3054,-97.7497,RentLingo
5668629925,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,No,916,916,Monthly,550,Austin,TX,30.3054,-97.7497,RentLingo
5668629866,housing/rent/apartment,Unknown,3,3,USD,No,Thumbnail,"Cats,Dogs",1295,1295,Monthly,1400,Rolla,MO,37.9488,-91.7628,RentLingo
5668629773,housing/rent/apartment,Unknown,1,2,USD,No,Thumbnail,No,859,859,Monthly,410,Austin,TX,30.3054,-97.7497,RentLingo
5668629732,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,No,1724,1724,Monthly,640,Nashville,TN,36.137,-86.783,RentLingo
5668629620,housing/rent/apartment,"Dishwasher,Parking,Pool",1,1,USD,No,Thumbnail,No,1115,1115,Monthly,665,Austin,TX,30.3054,-97.7497,RentLingo
5668629501,housing/rent/apartment,Unknown,1.5,3,USD,No,Thumbnail,No,2700,2700,Monthly,1000,Brighton,MA,42.3508,-71.1184,RentLingo
5668629282,housing/rent/apartment,"Basketball,Fireplace,Gym,Hot Tub,Patio/Deck,Pool,Storage,Tennis,Washer Dryer",1,1,USD,No,Thumbnail,No,841,841,Monthly,503,Austin,TX,30.3054,-97.7497,RentLingo
5668629218,housing/rent/apartment,"Dishwasher,Parking,Pool",2,3,USD,No,Thumbnail,No,1780,1780,Monthly,1266,Georgetown,TX,30.6505,-97.6809,RentLingo
5668629176,housing/rent/apartment,Unknown,2.5,3,USD,No,Thumbnail,"Cats,Dogs",1700,1700,Monthly,2371,Murrieta,CA,33.5498,-117.2474,RentLingo
5668628987,housing/rent/apartment,Unknown,2,3,USD,No,Thumbnail,No,1975,1975,Monthly,1440,Georgetown,TX,30.6505,-97.6809,RentLingo
5668628976,housing/rent/apartment,"Dishwasher,Parking,Pool",1,1,USD,No,Thumbnail,No,1360,1360,Monthly,591,Austin,TX,30.3054,-97.7497,RentLingo
5668628836,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,No,1099,1099,Monthly,625,Stockton,CA,37.9824,-121.2995,RentLingo
5668628550,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",795,795,Monthly,975,Decatur,GA,33.7416,-84.2614,RentLingo
5668628123,housing/rent/apartment,"Dishwasher,Parking,Pool",1,1,USD,No,Thumbnail,No,1095,1095,Monthly,400,Austin,TX,30.3054,-97.7497,RentLingo
5668628091,housing/rent/apartment,Unknown,3.5,3,USD,No,Thumbnail,No,7000,7000,Monthly,2678,Venice,CA,33.9932,-118.4609,RentLingo
5668643383,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",500,500,Monthly,450,Carbondale,IL,37.7262,-89.2229,RentLingo
5668643253,housing/rent/apartment,Unknown,2,3,USD,No,Thumbnail,Dogs,1400,1400,Monthly,1776,Edwardsville,IL,38.8098,-89.9522,RentLingo
5668643173,housing/rent/apartment,Unknown,2,3,USD,No,Thumbnail,"Cats,Dogs",1695,1695,Monthly,1879,Mandan,ND,46.8296,-100.8908,RentLingo
5668643110,housing/rent/apartment,Unknown,1,2,USD,No,Thumbnail,"Cats,Dogs",825,825,Monthly,1280,Lubbock,TX,33.56,-101.8904,RentLingo
5668642961,housing/rent/apartment,View,1,1,USD,No,Thumbnail,Cats,2195,2195,Monthly,625,Mountain View,CA,37.3905,-122.0796,RentLingo
5668642860,housing/rent/apartment,Unknown,3.5,5,USD,No,Thumbnail,"Cats,Dogs",3980,3980,Monthly,4970,Arvada,CO,39.8228,-105.1107,RentLingo
5668642812,housing/rent/apartment,Unknown,2,3,USD,No,Thumbnail,"Cats,Dogs",1395,1395,Monthly,1800,Lincoln,AL,33.5953,-86.1298,RentLingo
5668642736,housing/rent/apartment,Unknown,1.5,2,USD,No,Thumbnail,"Cats,Dogs",909,909,Monthly,1000,Greenville,SC,34.8583,-82.3915,RentLingo
5668642564,housing/rent/apartment,Unknown,2,3,USD,No,Thumbnail,Dogs,2400,2400,Monthly,2400,Langley,WA,48.0338,-122.4486,RentLingo
5668642523,housing/rent/apartment,"Fireplace,Wood Floors",3,3,USD,No,Thumbnail,No,2250,2250,Monthly,2567,Plano,TX,33.0476,-96.7467,RentLingo
5668642294,housing/rent/apartment,Unknown,2.5,3,USD,No,Thumbnail,No,3400,3400,Monthly,1360,San Clemente,CA,33.4452,-117.6264,RentLingo
5668642139,housing/rent/apartment,"Dishwasher,Parking,Refrigerator",1,3,USD,No,Thumbnail,No,1482,1482,Monthly,1193,Brooklyn Center,MN,45.0684,-93.3317,RentLingo
5668641930,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",1495,1495,Monthly,659,Hamden,CT,41.3708,-72.9259,RentLingo
5668641701,housing/rent/apartment,Unknown,2,2,USD,No,Thumbnail,"Cats,Dogs",1300,1300,Monthly,1065,Baton Rouge,LA,30.4415,-91.1012,RentLingo
5668641164,housing/rent/apartment,Unknown,2.5,5,USD,No,Thumbnail,Dogs,4045,4045,Monthly,3140,Redmond,WA,47.6767,-122.0799,RentLingo
5668640997,housing/rent/apartment,Unknown,1,3,USD,No,Thumbnail,"Cats,Dogs",1125,1125,Monthly,1481,Shreveport,LA,32.4645,-93.7879,RentLingo
5668640591,housing/rent/apartment,Unknown,2.5,3,USD,No,Thumbnail,"Cats,Dogs",5499,5499,Monthly,3106,San Diego,CA,32.7089,-117.1625,RentLingo
5668640369,housing/rent/apartment,Unknown,2.5,3,USD,No,Thumbnail,No,2525,2525,Monthly,2421,Addison,TX,32.96,-96.8292,RentLingo
5668640363,housing/rent/apartment,Unknown,2,2,USD,No,Thumbnail,"Cats,Dogs",2495,2495,Monthly,1060,Seattle,WA,47.616,-122.3275,RentLingo
5668640323,housing/rent/apartment,Unknown,4.5,4,USD,No,Thumbnail,No,2500,2500,Monthly,3630,Columbia,MO,38.9401,-92.3167,RentLingo
5668639902,housing/rent/apartment,Unknown,3,4,USD,No,Thumbnail,No,2495,2495,Monthly,2844,Yorktown,VA,37.1555,-76.4593,RentLingo
5668639782,housing/rent/apartment,Unknown,2,2,USD,No,Thumbnail,No,1025,1025,Monthly,1275,Moore,OK,35.3752,-97.4945,RentLingo
5668628024,housing/rent/apartment,"Dishwasher,Parking,Pool",2,2,USD,No,Thumbnail,No,1315,1315,Monthly,1110,Austin,TX,30.3054,-97.7497,RentLingo
5668627958,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,No,995,995,Monthly,600,Austin,TX,30.3054,-97.7497,RentLingo
5668627711,housing/rent/apartment,Unknown,2,2,USD,No,Thumbnail,"Cats,Dogs",895,895,Monthly,789,Giddings,TX,30.1824,-96.9336,RentLingo
5668627600,housing/rent/apartment,"Dishwasher,Parking,Pool,Refrigerator",2,2,USD,No,Thumbnail,"Cats,Dogs",1370,1370,Monthly,1247,Saint Louis,MO,38.6274,-90.304,RentLingo
5668627597,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",975,975,Monthly,805,Saint Louis,MO,38.6274,-90.304,RentLingo
5668627564,housing/rent/apartment,"Dishwasher,Internet Access,Parking,Pool,Refrigerator",2,2,USD,No,Thumbnail,"Cats,Dogs",660,660,Monthly,908,Maumelle,AR,34.8523,-92.4058,RentLingo
5668627264,housing/rent/apartment,"Dishwasher,Parking,Refrigerator",3,4,USD,No,Thumbnail,No,4050,4050,Monthly,1552,Ann Arbor,MI,42.2711,-83.745,RentLingo
5668627232,housing/rent/apartment,"Dishwasher,Elevator,Parking,Refrigerator",1,1,USD,No,Thumbnail,No,3390,3390,Monthly,850,Detroit,MI,42.3882,-83.1122,RentLingo
5668627147,housing/rent/apartment,"Dishwasher,Parking,Refrigerator",1,1,USD,No,Thumbnail,No,750,750,Monthly,500,East Lansing,MI,42.7242,-84.477,RentLingo
5668627030,housing/rent/apartment,Refrigerator,4,4,USD,No,Thumbnail,"Cats,Dogs",8900,8900,Monthly,3200,Los Angeles,CA,34.0372,-118.2972,RentLingo
5668626921,housing/rent/apartment,Unknown,1.5,3,USD,No,Thumbnail,No,3000,3000,Monthly,1276,San Ramon,CA,37.7547,-121.9529,RentLingo
5668626793,housing/rent/apartment,Refrigerator,3,5,USD,No,Thumbnail,"Cats,Dogs",3200,3200,Monthly,2670,San Diego,CA,32.7876,-117.1265,RentLingo
5668626784,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,No,1800,1800,Monthly,650,San Jose,CA,37.3108,-121.8645,RentLingo
5668626777,housing/rent/apartment,Unknown,2,4,USD,No,Thumbnail,"Cats,Dogs",4500,4500,Monthly,1242,San Jose,CA,37.3108,-121.8645,RentLingo
5668626631,housing/rent/apartment,"Dishwasher,Internet Access,Refrigerator",5,5,USD,No,Thumbnail,No,4500,4500,Monthly,4741,Wichita,KS,37.6836,-97.3369,RentLingo
5668626603,housing/rent/apartment,"Dishwasher,Refrigerator",3,4,USD,No,Thumbnail,"Cats,Dogs",1300,1300,Monthly,2474,Hoschton,GA,34.0692,-83.8713,RentLingo
5668626489,housing/rent/apartment,Unknown,2,3,USD,No,Thumbnail,No,5695,5695,Monthly,1500,San Francisco,CA,37.7599,-122.4379,RentLingo
5668626403,housing/rent/apartment,"Dishwasher,Refrigerator",1,1,USD,No,Thumbnail,No,2100,2100,Monthly,777,San Diego,CA,32.7876,-117.1265,RentLingo
5668626258,housing/rent/apartment,Unknown,1,3,USD,No,Thumbnail,No,825,825,Monthly,900,Grand Rapids,MI,42.9497,-85.6417,RentLingo
5668626244,housing/rent/apartment,"Alarm,Gym,Parking,Patio/Deck,TV",2,2,USD,No,Thumbnail,No,1480,1480,Monthly,913,Starkville,MS,33.4345,-88.8353,RentLingo
5668626197,housing/rent/apartment,"AC,Alarm,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Gym,Internet Access,Pool,Refrigerator,Storage,TV,Wood Floors",1,1,USD,No,Thumbnail,No,2935,2935,Monthly,765,Los Angeles,CA,34.0372,-118.2972,RentLingo
5668626185,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,No,959,959,Monthly,711,West Haven,UT,41.2205,-112.0172,RentLingo
5668625780,housing/rent/apartment,"Clubhouse,Parking,Playground,Pool,Refrigerator",1,1,USD,No,Thumbnail,"Cats,Dogs",900,900,Monthly,650,Charlotte,NC,35.2016,-80.8124,RentLingo
5668625734,housing/rent/apartment,"Dishwasher,Elevator,Parking,Refrigerator",1,1,USD,No,Thumbnail,No,495,495,Monthly,600,Saint Louis,MO,38.6274,-90.304,RentLingo
