ID,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG
853890650,0,49.0,0,7.0,"$226,422",No,"$550,607",Yes,M,PhD,Manager,52,Commercial,"$29,040",6,Panel Truck,no,$0,0,Yes,0,$0,9.0,0
748612029,0,35.0,0,12.0,"$78,021",No,"$223,694",Yes,z_F,Bachelors,Manager,7,Private,"$12,800",10,z_SUV,no,$0,0,No,0,$0,1.0,0
500072966,0,54.0,0,12.0,"$64,423",No,"$216,645",z_No,M,PhD,Doctor,20,Private,"$17,350",1,Van,yes,$0,0,No,0,"$3,591",16.0,1
667221816,0,47.0,0,13.0,"$59,699",No,"$192,290",Yes,z_F,Bachelors,z_Blue Collar,29,Commercial,"$22,690",4,Sports Car,no,$0,0,No,1,$0,11.0,0
659895301,2,43.0,3,9.0,"$25,934",Yes,$0,z_No,z_F,z_High School,Clerical,46,Private,"$28,580",6,Minivan,no,$0,0,No,0,$0,7.0,0
889399765,0,56.0,0,0.0,$0,No,$0,z_No,z_F,z_High School,Student,33,Commercial,"$7,100",11,Sports Car,no,$0,0,No,0,$0,8.0,0
113640659,0,47.0,0,12.0,"$53,320",No,"$164,347",Yes,z_F,z_High School,Professional,29,Private,"$11,530",1,Sports Car,no,"$4,571",2,No,4,$0,10.0,0
636364026,0,51.0,0,11.0,"$51,041",No,$0,z_No,z_F,Masters,Lawyer,41,Private,"$20,580",1,z_SUV,no,$0,0,Yes,3,"$1,107",17.0,1
930143315,0,62.0,0,14.0,"$43,775",No,"$173,539",Yes,M,Bachelors,z_Blue Collar,32,Commercial,"$1,500",1,Sports Car,yes,$0,0,No,0,$0,1.0,0
859880640,0,38.0,0,12.0,"$51,773",No,"$185,145",Yes,z_F,z_High School,z_Blue Collar,45,Commercial,"$14,610",4,Pickup,no,$0,0,No,1,"$3,870",10.0,1
478240154,0,40.0,1,12.0,"$41,002",Yes,$0,z_No,z_F,<High School,Clerical,47,Private,"$12,090",1,z_SUV,no,$0,0,No,0,$0,1.0,0
329068647,0,51.0,0,8.0,"$52,395",No,$0,z_No,M,Bachelors,Manager,74,Private,"$19,740",6,Minivan,yes,"$4,447",3,No,0,$0,4.0,0
65406682,0,51.0,0,8.0,"$12,524",No,"$131,010",Yes,M,<High School,Clerical,30,Private,"$2,750",1,Minivan,yes,$0,0,Yes,1,$0,1.0,0
586661304,0,46.0,0,12.0,"$42,764",No,"$171,180",Yes,z_F,z_High School,Clerical,17,Private,"$5,780",3,z_SUV,no,$0,0,No,2,$0,1.0,0
726634120,0,40.0,0,0.0,$0,No,$0,z_No,z_F,z_High School,Student,53,Commercial,"$22,180",3,Sports Car,no,$0,0,No,0,$0,1.0,0
409110070,0,48.0,0,13.0,"$43,136",No,"$175,406",Yes,z_F,Masters,Home Maker,17,Private,"$10,610",1,z_SUV,no,$865,2,No,7,$0,16.0,0
166070636,0,35.0,2,0.0,$0,Yes,$0,z_No,M,z_High School,Student,13,Private,"$15,840",14,Minivan,no,"$4,665",2,No,6,$0,1.0,0
418019534,0,51.0,0,16.0,"$29,138",No,$0,z_No,z_F,Masters,Lawyer,16,Private,"$6,390",1,z_SUV,no,$0,0,No,0,$0,17.0,0
129005389,2,46.0,0,10.0,"$42,644",No,"$158,938",z_No,M,z_High School,z_Blue Collar,59,Commercial,"$28,470",4,Pickup,no,$0,0,No,0,$0,7.0,0
495504901,0,40.0,2,12.0,"$71,237",No,"$203,433",Yes,M,Bachelors,Clerical,25,Private,"$12,620",1,Minivan,yes,"$30,001",2,Yes,5,$0,13.0,0
928192801,0,49.0,0,11.0,"$96,145",No,$0,z_No,z_F,PhD,Doctor,34,Private,"$17,530",1,Pickup,no,$0,0,Yes,3,$0,9.0,0
454777790,2,39.0,2,12.0,"$97,598",No,"$275,282",Yes,z_F,PhD,Lawyer,5,Private,"$36,610",4,Van,no,$0,0,Yes,0,$0,13.0,0
967096094,3,39.0,3,11.0,"$121,626",Yes,"$306,169",z_No,z_F,Bachelors,Professional,20,Private,"$17,560",6,z_SUV,no,$0,0,No,1,$0,11.0,0
628558026,0,51.0,0,13.0,"$121,237",No,"$342,601",Yes,z_F,Masters,Lawyer,16,Private,"$19,270",9,z_SUV,no,$0,0,No,3,$0,10.0,0
438208967,0,40.0,0,11.0,"$159,373",No,"$424,491",Yes,M,Masters,Manager,24,Private,"$5,500",6,Pickup,yes,$0,0,Yes,2,$0,1.0,0
797320781,0,45.0,0,12.0,"$78,103",No,"$229,352",Yes,z_F,z_High School,z_Blue Collar,53,Private,"$6,010",10,Sports Car,no,$0,0,No,0,$0,6.0,0
519300087,0,47.0,0,8.0,"$63,752",No,$0,z_No,z_F,Bachelors,z_Blue Collar,49,Private,"$9,550",1,Minivan,no,$0,0,No,0,$0,1.0,0
707516093,0,41.0,1,14.0,"$2,346",Yes,$0,z_No,z_F,<High School,Student,13,Private,"$5,830",11,Sports Car,no,"$8,521",2,No,0,$0,6.0,0
433152167,0,42.0,0,10.0,"$61,419",No,"$196,525",Yes,M,<High School,z_Blue Collar,6,Commercial,"$27,380",1,Panel Truck,no,$0,0,No,0,$0,4.0,0
421671620,0,54.0,0,16.0,"$72,540",No,"$265,894",Yes,z_F,Masters,Lawyer,37,Private,"$19,470",6,Minivan,no,"$32,145",1,No,4,$0,10.0,0
855103921,0,32.0,4,0.0,$0,No,"$70,053",Yes,z_F,<High School,Home Maker,16,Private,"$24,100",1,Sports Car,no,"$4,980",2,No,3,$0,1.0,0
752768207,0,37.0,0,10.0,"$21,484",No,$0,z_No,M,z_High School,Clerical,35,Private,"$9,780",10,Pickup,no,"$40,648",3,Yes,2,$0,1.0,0
310941047,0,34.0,4,16.0,"$37,543",No,"$180,907",Yes,z_F,z_High School,Clerical,35,Private,"$19,020",13,z_SUV,no,$0,0,Yes,0,$0,7.0,0
405470506,0,54.0,0,13.0,"$40,783",No,"$166,605",Yes,z_F,z_High School,z_Blue Collar,44,Commercial,"$12,400",4,Minivan,no,$0,0,No,0,$0,10.0,0
301401225,0,49.0,0,13.0,"$33,322",No,"$154,892",z_No,z_F,Bachelors,z_Blue Collar,45,Commercial,"$21,320",4,z_SUV,no,"$36,556",1,No,4,$0,10.0,0
355291511,0,48.0,0,16.0,"$35,343",No,"$193,912",Yes,M,z_High School,z_Blue Collar,8,Commercial,"$13,520",7,Minivan,yes,$0,0,No,1,$0,1.0,0
792036483,0,36.0,1,12.0,"$19,217",No,"$120,635",Yes,z_F,<High School,Clerical,25,Private,"$8,220",1,Sports Car,no,"$7,194",2,No,5,$0,3.0,0
215784347,0,31.0,1,11.0,"$51,982",Yes,"$165,805",z_No,z_F,Bachelors,Clerical,25,Private,"$4,600",6,Sports Car,no,$0,0,Yes,1,$0,3.0,0
181829322,0,45.0,2,16.0,"$63,479",No,"$218,781",Yes,z_F,Bachelors,Professional,23,Private,"$24,510",1,Minivan,no,$0,0,No,0,$0,14.0,0
543610219,0,50.0,0,13.0,"$45,499",No,"$196,923",z_No,M,Bachelors,Professional,28,Private,"$6,050",10,Minivan,yes,$0,0,No,0,$0,12.0,0
160577728,0,44.0,0,9.0,"$74,722",No,"$231,034",Yes,z_F,Bachelors,Professional,9,Private,"$23,640",6,Minivan,no,$0,0,No,0,$0,1.0,0
871287808,0,49.0,0,13.0,"$9,486",No,"$146,041",Yes,z_F,Masters,Home Maker,24,Private,"$6,390",4,z_SUV,no,$0,0,No,2,$0,15.0,0
498628502,0,35.0,0,15.0,"$7,350",No,"$67,463",Yes,z_F,<High School,Clerical,14,Private,"$2,230",7,z_SUV,no,$0,0,No,0,$0,1.0,0
651411352,0,55.0,0,15.0,"$41,882",No,"$164,710",Yes,M,Bachelors,Manager,46,Commercial,"$7,000",1,Pickup,no,$0,0,Yes,1,$0,5.0,0
59528704,0,43.0,2,16.0,"$50,308",No,"$187,532",Yes,M,Bachelors,Clerical,21,Private,"$13,380",11,Minivan,yes,$0,0,No,0,$0,9.0,0
633397720,0,41.0,0,10.0,"$136,585",No,$0,z_No,M,Masters,Lawyer,24,Private,"$16,560",6,Minivan,yes,"$29,754",3,Yes,1,$0,10.0,0
235629127,0,40.0,2,8.0,"$76,036",No,"$209,793",Yes,M,Bachelors,z_Blue Collar,32,Commercial,"$14,430",10,Minivan,yes,$0,0,No,0,$0,9.0,0
987659359,1,64.0,2,15.0,"$42,332",No,"$186,390",Yes,z_F,<High School,Clerical,24,Private,"$5,730",4,Sports Car,no,$0,0,No,2,$0,1.0,0
209936567,0,34.0,2,11.0,"$147,734",No,"$373,987",Yes,z_F,Masters,Professional,46,Private,"$19,670",6,Sports Car,no,$0,0,No,0,$0,18.0,0
561899458,0,46.0,0,10.0,"$76,744",No,"$231,484",z_No,z_F,Bachelors,z_Blue Collar,62,Private,"$15,300",16,z_SUV,no,$0,0,No,0,$0,10.0,0
150908767,1,42.0,1,14.0,"$71,417",No,"$282,918",Yes,z_F,Bachelors,Professional,26,Private,"$17,050",6,z_SUV,no,$0,0,No,0,$0,9.0,0
849526552,1,40.0,1,12.0,"$100,957",Yes,"$340,404",z_No,M,Bachelors,z_Blue Collar,45,Commercial,"$16,650",4,Van,yes,$0,0,No,0,$0,11.0,0
778825542,0,56.0,0,13.0,"$42,176",No,$0,Yes,M,z_High School,Student,38,Commercial,"$9,360",1,Pickup,yes,$0,0,No,0,$0,5.0,0
956079350,0,36.0,0,8.0,"$21,926",No,"$106,069",Yes,M,Bachelors,Clerical,44,Commercial,"$7,290",11,Pickup,no,"$7,166",2,No,6,$0,1.0,0
193531081,0,55.0,0,12.0,"$130,162",No,"$356,853",z_No,z_F,Bachelors,z_Blue Collar,17,Commercial,"$28,420",3,Sports Car,no,$0,0,No,1,$0,7.0,0
967655243,0,46.0,0,0.0,$0,No,"$114,513",Yes,z_F,Bachelors,Home Maker,31,Private,"$22,920",3,Minivan,no,$0,0,No,0,$0,13.0,0
591264788,0,47.0,0,13.0,"$23,596",No,"$147,506",Yes,z_F,z_High School,Home Maker,32,Private,"$13,250",9,z_SUV,no,$0,0,Yes,0,$0,1.0,0
707481140,0,63.0,0,9.0,"$61,023",No,"$224,449",Yes,M,Masters,Lawyer,48,Private,"$26,620",8,Minivan,no,$0,0,No,5,$0,13.0,0
523944897,0,47.0,0,8.0,"$59,135",No,"$197,231",z_No,z_F,z_High School,z_Blue Collar,9,Commercial,"$6,200",7,Sports Car,no,$0,0,No,0,$0,10.0,0
162660275,0,38.0,2,13.0,"$136,645",Yes,$0,z_No,z_F,Masters,Lawyer,56,Private,"$23,710",1,Minivan,no,$0,0,No,0,$0,10.0,0
615749147,0,56.0,0,6.0,"$65,291",No,"$227,016",Yes,M,Masters,Lawyer,40,Private,"$8,030",4,Pickup,yes,$0,0,No,2,$0,12.0,0
216677472,0,36.0,3,12.0,"$62,893",Yes,$0,z_No,M,Masters,Lawyer,37,Private,"$13,630",3,Minivan,yes,$0,0,No,0,$0,17.0,0
836216326,0,48.0,0,12.0,"$49,551",No,"$218,904",Yes,z_F,Bachelors,Professional,24,Private,"$16,310",11,z_SUV,no,$0,0,No,0,$0,1.0,0
465820566,0,39.0,1,11.0,"$61,793",No,"$226,016",Yes,z_F,Masters,Professional,26,Private,"$28,290",6,Pickup,no,$0,0,No,0,$0,1.0,0
650676239,0,53.0,0,0.0,$0,No,"$64,888",Yes,z_F,Masters,Lawyer,24,Private,"$33,290",6,Minivan,no,$0,0,No,3,$0,16.0,0
225215551,0,34.0,1,10.0,"$23,571",Yes,$0,z_No,M,z_High School,Clerical,35,Commercial,"$12,180",7,Pickup,yes,$0,0,No,0,$0,7.0,0
482683684,0,53.0,0,13.0,"$24,992",No,"$145,079",Yes,M,Bachelors,Professional,38,Private,"$5,400",1,Pickup,no,$0,0,No,0,$0,6.0,0
122549723,0,53.0,0,15.0,"$106,622",No,"$334,528",Yes,z_F,Masters,Lawyer,31,Private,"$21,750",10,Minivan,no,$0,0,No,4,$0,17.0,0
426213310,0,53.0,0,6.0,"$59,144",No,"$205,862",Yes,M,PhD,Manager,24,Private,"$14,870",3,Minivan,no,$0,0,Yes,0,$0,13.0,0
283162482,0,61.0,0,9.0,"$59,563",No,"$233,352",Yes,M,Bachelors,Professional,18,Private,"$9,470",6,z_SUV,yes,"$35,070",2,Yes,0,"$4,447",11.0,1
306017659,2,41.0,2,14.0,"$89,892",No,"$276,692",Yes,z_F,z_High School,z_Blue Collar,45,Private,"$18,280",1,Minivan,no,"$1,288",3,No,4,$0,11.0,0
378925926,0,43.0,0,11.0,"$59,026",No,$0,z_No,z_F,z_High School,z_Blue Collar,45,Commercial,"$11,700",6,Minivan,no,"$4,449",2,No,0,$0,1.0,0
773276018,0,52.0,1,11.0,"$35,681",Yes,$0,z_No,z_F,z_High School,z_Blue Collar,28,Commercial,"$15,210",3,z_SUV,no,$0,0,No,1,$0,6.0,0
727223664,0,38.0,0,11.0,"$91,952",No,"$282,565",z_No,M,Bachelors,Professional,30,Commercial,"$17,850",7,Van,no,$0,0,No,0,$0,3.0,0
12064672,1,45.0,1,14.0,"$49,557",No,"$189,358",Yes,z_F,Masters,Lawyer,52,Private,"$10,960",4,z_SUV,no,$0,0,No,0,$0,24.0,0
202674438,0,51.0,0,12.0,"$40,038",No,"$184,071",Yes,M,z_High School,z_Blue Collar,45,Commercial,"$28,460",1,Panel Truck,yes,$0,0,No,1,$0,1.0,0
710203983,0,40.0,2,15.0,"$36,846",No,"$138,850",Yes,M,PhD,Manager,65,Private,"$9,180",7,Pickup,no,"$2,743",1,No,3,$0,1.0,0
998903843,0,43.0,3,17.0,"$19,012",No,"$166,396",Yes,z_F,<High School,Clerical,69,Private,"$7,700",7,Sports Car,no,$0,0,No,0,$0,1.0,0
386116773,2,45.0,2,11.0,"$102,264",Yes,$0,z_No,z_F,Bachelors,Professional,14,Private,"$16,230",3,Minivan,no,"$8,132",2,No,3,$0,7.0,0
62643113,0,52.0,0,14.0,"$126,865",No,"$346,249",z_No,M,Masters,Lawyer,16,Private,"$14,440",1,Minivan,yes,"$30,341",3,No,1,$0,15.0,0
316861921,0,41.0,0,10.0,"$198,600",No,"$460,196",Yes,z_F,PhD,Manager,5,Private,"$19,480",6,z_SUV,no,$0,0,No,2,$0,12.0,0
5103700,0,47.0,0,14.0,"$45,261",No,"$175,420",Yes,z_F,z_High School,z_Blue Collar,43,Commercial,"$10,730",6,z_SUV,no,"$3,036",1,No,0,$0,1.0,0
416746837,0,52.0,0,10.0,"$27,019",No,"$142,929",z_No,z_F,Bachelors,Professional,59,Private,"$9,400",16,Sports Car,no,$0,0,No,1,$0,13.0,0
932313066,0,45.0,0,9.0,"$38,290",No,"$157,907",Yes,M,z_High School,z_Blue Collar,39,Commercial,"$9,830",9,Pickup,no,"$1,434",2,No,0,$0,8.0,0
267711395,0,54.0,0,17.0,"$97,777",No,"$296,937",Yes,z_F,Masters,Lawyer,47,Private,"$17,260",6,Sports Car,no,"$1,540",2,No,2,$0,9.0,0
472584024,1,41.0,2,13.0,"$111,014",Yes,"$298,205",z_No,z_F,Masters,Lawyer,35,Private,"$16,700",4,z_SUV,no,$0,0,No,0,$0,17.0,0
698216344,1,41.0,2,13.0,"$7,594",No,$0,Yes,z_F,<High School,Student,57,Private,"$5,600",7,Sports Car,no,$0,0,No,0,$0,1.0,0
215187611,0,36.0,2,9.0,"$57,148",Yes,$0,z_No,z_F,Bachelors,Clerical,57,Private,"$28,170",6,Sports Car,no,$0,0,No,2,$0,10.0,0
860150002,0,44.0,0,13.0,"$67,457",No,"$273,634",Yes,M,Masters,Lawyer,23,Private,"$14,480",15,Minivan,yes,$0,0,No,2,$0,12.0,0
793707317,0,49.0,0,12.0,"$33,303",No,$0,Yes,z_F,z_High School,Student,33,Commercial,"$21,100",13,Minivan,no,$0,0,Yes,3,$0,7.0,0
88774168,0,54.0,0,15.0,"$43,821",No,$0,z_No,z_F,Masters,Lawyer,6,Private,"$11,770",1,Minivan,no,$0,0,No,2,$0,15.0,0
770197017,0,48.0,0,10.0,"$93,303",No,"$295,050",Yes,M,Masters,Lawyer,30,Private,"$15,630",9,Minivan,yes,"$6,031",3,No,5,$0,1.0,0
132742099,0,40.0,0,7.0,"$50,224",No,$0,z_No,M,z_High School,z_Blue Collar,16,Commercial,"$13,780",1,Minivan,yes,"$1,937",2,No,6,$0,5.0,0
629842838,0,52.0,1,15.0,"$31,519",Yes,$0,z_No,M,z_High School,Clerical,33,Private,"$9,850",6,Pickup,yes,$0,0,No,1,$0,1.0,0
655557135,0,38.0,0,12.0,"$103,323",No,"$312,217",z_No,M,Masters,Lawyer,44,Private,"$15,630",1,Minivan,no,$0,0,No,0,$0,11.0,0
317029629,0,51.0,0,11.0,"$142,545",No,"$398,369",Yes,z_F,Masters,Professional,28,Private,"$43,560",13,z_SUV,no,$0,0,No,0,$0,11.0,0
944417458,0,35.0,0,8.0,"$32,994",No,"$142,226",z_No,z_F,<High School,z_Blue Collar,26,Private,"$13,120",4,z_SUV,no,$0,0,No,3,$0,1.0,0
874440593,1,44.0,2,12.0,"$48,288",Yes,$0,z_No,z_F,z_High School,z_Blue Collar,23,Commercial,"$13,280",6,z_SUV,no,$0,0,No,2,$0,12.0,0
102262070,0,46.0,0,11.0,"$146,882",No,$0,z_No,M,PhD,Manager,34,Commercial,"$21,830",3,Van,yes,"$8,170",2,No,3,$0,10.0,0
217573941,0,41.0,0,7.0,"$20,766",No,"$119,899",Yes,M,<High School,z_Blue Collar,43,Private,"$14,430",1,Minivan,no,$0,0,No,0,$0,1.0,0
84153294,0,47.0,0,10.0,"$42,991",No,"$175,567",Yes,M,<High School,Clerical,10,Private,"$20,720",4,Van,yes,$0,0,No,0,$0,1.0,0
838358712,0,49.0,0,6.0,"$89,547",No,$0,z_No,z_F,Masters,Lawyer,38,Private,"$10,450",4,Sports Car,no,$0,0,No,0,$0,19.0,0
37246864,0,43.0,0,0.0,$0,No,$0,Yes,M,<High School,Student,25,Private,"$11,750",6,Minivan,yes,"$4,520",1,No,0,$0,1.0,0
696933036,0,31.0,3,9.0,"$24,965",No,"$166,669",Yes,M,z_High School,Student,29,Commercial,"$15,440",10,Minivan,no,"$38,197",1,Yes,5,$0,1.0,0
638739187,0,47.0,0,13.0,"$65,802",No,"$262,566",Yes,z_F,z_High School,z_Blue Collar,31,Private,"$6,200",1,z_SUV,no,$0,0,No,0,"$4,933",1.0,1
973329537,0,47.0,0,0.0,$0,No,$0,Yes,M,<High School,Student,18,Private,"$6,410",1,Pickup,yes,$0,0,No,0,$0,6.0,0
777827288,0,47.0,0,10.0,"$105,960",No,"$286,301",Yes,M,Masters,Manager,24,Commercial,"$28,750",1,Panel Truck,yes,"$5,807",2,No,0,$0,11.0,0
828461789,0,41.0,0,10.0,"$89,968",No,"$258,626",Yes,M,Bachelors,z_Blue Collar,39,Commercial,"$14,600",1,Minivan,no,$0,0,No,0,$0,11.0,0
938303236,0,45.0,1,9.0,"$24,178",No,"$115,381",Yes,z_F,<High School,Clerical,67,Private,"$29,790",10,Minivan,no,"$9,197",2,No,1,$0,1.0,0
527126964,0,38.0,3,8.0,"$83,458",Yes,"$232,182",z_No,z_F,Bachelors,Manager,23,Private,"$28,260",6,Sports Car,no,"$9,298",2,No,3,$0,9.0,0
112585334,0,62.0,0,15.0,"$59,807",No,"$194,391",Yes,M,Masters,Lawyer,25,Private,"$8,230",1,Sports Car,yes,"$41,794",3,Yes,3,$0,10.0,0
151524185,0,43.0,0,14.0,"$28,890",No,"$155,512",Yes,M,Bachelors,Manager,48,Private,"$10,660",1,Minivan,no,$0,0,No,0,$0,13.0,0
646482160,1,43.0,1,7.0,"$57,170",No,"$198,402",Yes,z_F,<High School,z_Blue Collar,41,Private,"$26,320",9,Minivan,no,"$25,804",2,No,0,$0,1.0,0
543388045,0,56.0,0,7.0,"$79,293",No,"$247,954",z_No,M,Bachelors,z_Blue Collar,66,Commercial,"$35,280",1,Panel Truck,yes,$0,0,No,0,$0,11.0,0
408998525,0,56.0,0,12.0,"$184,068",No,$0,z_No,M,PhD,Doctor,31,Private,"$33,080",7,Minivan,no,$0,0,No,2,$0,13.0,0
848737651,0,50.0,0,11.0,"$51,888",No,"$209,011",z_No,z_F,Bachelors,z_Blue Collar,20,Commercial,"$11,690",6,Minivan,no,"$2,218",3,No,5,$0,10.0,0
112761325,0,38.0,1,9.0,"$19,122",Yes,$0,z_No,M,z_High School,Professional,40,Commercial,"$5,300",10,Pickup,yes,$0,0,Yes,0,"$1,519",1.0,1
364031842,0,46.0,0,13.0,"$14,193",No,$0,Yes,z_F,z_High School,Student,40,Commercial,"$2,920",1,z_SUV,no,$0,0,No,4,$0,8.0,0
799116077,1,37.0,2,15.0,"$74,546",Yes,$0,z_No,M,Masters,Lawyer,12,Private,"$15,180",3,Minivan,yes,"$7,078",1,No,0,$0,8.0,0
776316591,0,45.0,0,8.0,"$53,420",No,"$190,092",Yes,M,Bachelors,Professional,65,Commercial,"$24,910",1,Panel Truck,yes,$0,0,No,2,$0,9.0,0
16978084,0,48.0,0,14.0,"$78,890",No,"$211,819",Yes,M,Masters,Lawyer,52,Private,"$19,160",10,Minivan,no,"$4,824",2,No,3,$0,14.0,0
202542739,1,39.0,2,13.0,"$45,678",No,"$214,068",Yes,M,z_High School,z_Blue Collar,6,Commercial,"$16,920",11,Van,no,"$8,785",1,No,0,$0,1.0,0
877178697,0,40.0,0,6.0,"$38,416",No,"$127,952",Yes,z_F,z_High School,Home Maker,42,Private,"$5,500",1,Sports Car,no,$0,0,No,0,$0,1.0,0
580228287,0,22.0,1,8.0,"$18,632",Yes,$0,z_No,z_F,z_High School,Clerical,21,Private,"$10,800",10,z_SUV,no,$0,0,No,3,"$6,407",1.0,1
984046819,0,47.0,0,11.0,"$40,430",No,$0,z_No,z_F,Masters,Manager,20,Private,"$20,550",4,z_SUV,no,"$10,848",2,No,4,$0,16.0,0
779624178,0,52.0,0,10.0,"$101,637",No,"$325,193",Yes,z_F,Masters,Lawyer,26,Private,"$14,220",1,Sports Car,no,$0,0,No,1,$0,10.0,0
549028108,0,33.0,1,0.0,$0,No,"$83,983",Yes,z_F,<High School,Home Maker,27,Private,"$11,360",6,Sports Car,no,$0,0,No,0,$0,1.0,0
330422791,0,48.0,0,11.0,"$45,534",No,$0,z_No,z_F,z_High School,z_Blue Collar,50,Commercial,"$31,500",4,z_SUV,no,$0,0,No,0,$0,9.0,0
472584024,1,41.0,2,13.0,"$111,014",Yes,"$298,205",z_No,z_F,Masters,Lawyer,35,Private,"$1,500",6,z_SUV,no,"$20,972",2,Yes,6,"$1,639",17.0,1
39111685,0,39.0,0,12.0,"$43,650",No,"$180,755",Yes,z_F,z_High School,z_Blue Collar,9,Commercial,"$9,260",1,Minivan,no,$0,0,No,0,$0,7.0,0
331228636,0,32.0,3,0.0,$0,Yes,$0,z_No,z_F,<High School,Student,31,Private,"$10,740",10,z_SUV,no,$0,0,No,0,$0,1.0,0
543932507,0,73.0,0,15.0,"$1,773",No,$0,z_No,z_F,Bachelors,Student,46,Private,"$8,980",7,Sports Car,no,$0,0,No,1,$0,14.0,0
868325184,0,42.0,0,10.0,"$50,644",No,"$177,193",z_No,M,Masters,Professional,26,Commercial,"$29,970",6,Panel Truck,yes,"$4,016",3,No,3,$0,17.0,0
602933385,0,34.0,1,10.0,"$74,356",No,"$233,461",Yes,z_F,Bachelors,Manager,41,Private,"$1,500",13,z_SUV,no,"$5,926",2,No,8,$0,13.0,0
65858750,0,44.0,0,12.0,"$5,069",No,$0,z_No,z_F,<High School,Student,37,Private,"$5,900",6,Sports Car,no,"$8,026",1,No,6,$0,1.0,0
504800653,0,48.0,0,13.0,"$120,483",No,"$358,643",Yes,M,Masters,Professional,60,Private,"$6,100",11,Minivan,yes,$0,0,No,0,$0,12.0,0
341750688,0,47.0,0,10.0,"$80,963",No,$0,z_No,z_F,PhD,Doctor,35,Private,"$40,240",6,Sports Car,no,$0,0,No,0,$0,13.0,0
726634120,0,40.0,0,0.0,$0,No,$0,z_No,z_F,z_High School,Student,38,Commercial,"$12,880",10,Minivan,no,$0,0,No,0,$0,1.0,0
439272478,0,37.0,1,11.0,"$11,629",No,$0,Yes,z_F,z_High School,Student,16,Commercial,"$6,360",7,Sports Car,no,$0,0,No,0,$0,1.0,0
355053726,0,41.0,0,8.0,"$97,472",No,"$294,809",Yes,z_F,PhD,Doctor,43,Private,"$38,820",1,z_SUV,no,$0,0,No,3,$0,8.0,0
50629045,1,44.0,2,15.0,"$46,140",No,"$169,084",Yes,M,z_High School,z_Blue Collar,29,Commercial,"$10,510",1,Pickup,no,"$4,276",3,No,7,"$5,733",1.0,1
485161867,0,32.0,0,6.0,"$11,898",No,"$118,273",Yes,M,<High School,z_Blue Collar,39,Private,"$10,700",3,Minivan,yes,$0,0,No,2,$0,1.0,0
210751378,0,50.0,0,13.0,"$53,568",No,"$202,687",Yes,M,Bachelors,z_Blue Collar,37,Commercial,"$22,250",13,Minivan,no,$0,0,No,0,$0,7.0,0
710886684,0,51.0,0,14.0,"$74,576",No,"$222,274",Yes,M,Bachelors,Manager,32,Private,"$14,610",11,Minivan,yes,$0,0,No,3,$0,14.0,0
779818728,0,38.0,0,10.0,"$28,409",No,$0,z_No,M,z_High School,Clerical,27,Commercial,"$8,140",10,Pickup,yes,$0,0,No,1,$0,7.0,0
910036762,0,45.0,0,8.0,"$81,547",No,$0,z_No,z_F,Bachelors,Professional,21,Private,"$8,100",15,z_SUV,no,$0,0,No,0,$0,8.0,0
894245444,0,61.0,0,10.0,"$145,194",No,"$390,342",z_No,M,Bachelors,Manager,12,Private,"$10,960",13,Sports Car,no,$0,0,No,3,$0,9.0,0
351243985,0,52.0,0,16.0,"$76,954",No,"$249,290",z_No,M,Bachelors,Professional,44,Private,"$19,540",6,Minivan,yes,$0,0,Yes,0,$0,11.0,0
287264722,0,50.0,0,0.0,$0,No,$0,z_No,z_F,z_High School,Student,47,Commercial,"$7,580",1,Sports Car,no,$0,0,No,0,$0,1.0,0
222513440,0,39.0,0,8.0,"$74,548",No,$0,z_No,z_F,Bachelors,Professional,33,Private,"$18,100",1,z_SUV,no,"$25,130",2,No,2,$0,10.0,0
59659076,0,49.0,0,13.0,"$1,201",No,$0,z_No,z_F,z_High School,Home Maker,13,Private,"$31,430",1,Sports Car,no,$0,0,No,0,$0,1.0,0
866863943,0,29.0,4,10.0,"$53,758",No,"$139,900",Yes,z_F,Bachelors,Clerical,45,Private,"$22,540",5,Sports Car,no,$0,0,No,0,$0,9.0,0
139506164,0,41.0,0,11.0,"$65,346",No,"$240,364",z_No,M,Masters,Lawyer,40,Private,"$12,130",6,Pickup,yes,"$5,651",1,No,4,$0,19.0,0
10755990,0,49.0,0,14.0,"$54,639",No,$0,z_No,M,<High School,Clerical,50,Private,"$28,140",1,Minivan,yes,$0,0,No,0,$0,1.0,0
561113047,0,51.0,0,14.0,"$89,582",No,"$269,747",z_No,M,Masters,Lawyer,37,Private,"$22,020",9,Minivan,no,$0,0,Yes,0,$0,16.0,0
321984667,0,52.0,0,14.0,"$27,616",No,"$167,006",Yes,M,Masters,Lawyer,49,Private,"$9,460",7,Minivan,yes,$0,0,No,0,$0,10.0,0
761295422,0,52.0,0,0.0,$0,No,"$135,296",z_No,z_F,z_High School,Home Maker,48,Private,"$17,620",1,z_SUV,no,$0,0,Yes,0,$0,8.0,0
412707461,0,40.0,1,14.0,"$84,157",No,"$269,578",Yes,M,Bachelors,Professional,49,Commercial,"$38,320",4,Panel Truck,no,"$3,442",1,No,2,$0,1.0,0
